Cruise:METAVAR:TEXT:21	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees East]	Latitude [degrees North]	Bot. Depth [m]	Depth [m]	Temperature [°C]	Salinity [psu]	Conductivity [mS/cm]	OxcyGd [%]	Oxygen [ml/l]	RedOx [V]	Sound [m/s]	Sigma [kg/m3]	DiscSecciDepth [m]	Color	Dredge Conc [mg/l]	SST [°C]	Potential Temperature ~$q~# [°C]:DOUBLE	In situ Density Anomaly [kg/m~^3]:DOUBLE
							57.769	2.52	8.53	14.95	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.5197	7.14253
							58.155	2.6	8.59	15.04	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.5997	7.19148
							58.52	2.84	8.66	15.15	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.8395	7.24614
							58.707	2.91	8.82	15.4	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.9094	7.37324
							60.466	3.21	9.37	16.27	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.2092	7.81318
							60.524	3.28	9.37	16.25	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.2791	7.81192
							60.664	3.34	9.36	16.24	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.3391	7.80329
							61.216	3.48	9.31	16.16	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.479	7.76294
							61.36	3.52	9.3	16.14	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.519	7.75469
							63.402	3.6	9.49	16.44	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.5989	7.91315
							63.86	3.62	9.56	16.55	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.6188	7.97029
							64.641	3.7	9.69	16.76	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.6988	8.07477
							64.803	3.71	9.7	16.76	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.7087	8.08318
							64.996	3.73	9.69	16.75	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.7287	8.0756
							65.539	3.76	9.68	16.73	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.7587	8.06944
							65.705	3.77	9.68	16.73	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.7687	8.06994
Verny03	2114	C	2010-07-25T00:00			63	0.5	22.635	6.636	11.627	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.6349	2.69484
							2.019	22.59	6.63	11.62	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.5896	2.70821
							2.124	22.58	6.63	11.62	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.5796	2.71112
							2.534	22.56	6.63	11.61	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.5596	2.71785
							2.714	22.54	6.62	11.6	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.5395	2.71603
							4.972	22.43	6.61	11.59	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.4291	2.74547
							5.065	22.38	6.61	11.59	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.3791	2.75799
							5.55	22.23	6.62	11.59	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.229	2.80385
							5.743	22.18	6.62	11.59	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.179	2.81673
							6.185	22.04	6.62	11.59	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.0389	2.85221
							6.363	22	6.62	11.59	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.9989	2.86255
							8.952	21.89	6.64	11.63	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.8885	2.9155
							9.083	21.85	6.65	11.64	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.8485	2.93309
							9.378	21.67	6.68	11.68	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.6684	2.99944
							9.561	21.59	6.67	11.67	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.5884	3.01151
							10.062	19.52	6.84	11.94	999999	999999	999999	999999	999999	999999	999999	999999	999999	19.5185	3.60571
							10.23	18.63	6.92	12.06	999999	999999	999999	999999	999999	999999	999999	999999	999999	18.6285	3.85324
							12.452	16.09	7.16	12.43	999999	999999	999999	999999	999999	999999	999999	999999	999999	16.0885	4.53235
							12.89	15.44	6.73	11.73	999999	999999	999999	999999	999999	999999	999999	999999	999999	15.4385	4.31959
							13.445	13.95	6.83	11.91	999999	999999	999999	999999	999999	999999	999999	999999	999999	13.9486	4.63982
							13.539	13.59	6.86	11.96	999999	999999	999999	999999	999999	999999	999999	999999	999999	13.5886	4.71779
							14.067	12.77	6.96	12.12	999999	999999	999999	999999	999999	999999	999999	999999	999999	12.7686	4.91576
							14.235	12.56	6.99	12.17	999999	999999	999999	999999	999999	999999	999999	999999	999999	12.5587	4.96878
							14.761	12.01	7	12.19	999999	999999	999999	999999	999999	999999	999999	999999	999999	12.0087	5.05286
							14.969	11.85	6.99	12.17	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.8487	5.06695
							17.454	11.41	7.07	12.3	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.4085	5.19614
							17.803	11.32	7.08	12.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.3185	5.21663
							18.755	11.16	7.01	12.21	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.1585	5.18658
							19.016	11.09	7.01	12.21	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.0884	5.19625
							20.1	10.92	6.99	12.17	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.9184	5.20615
							20.533	10.86	7	12.19	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.8584	5.223
							21.297	10.67	7.03	12.24	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.6683	5.27189
							21.428	10.6	7.04	12.26	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.5983	5.28827
							22.97	10.42	7.06	12.3	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.4182	5.33143
							23.155	10.36	7.07	12.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.3582	5.34675
							23.471	10.2	7.1	12.36	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.1983	5.38915
							23.658	10.15	7.11	12.38	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.1483	5.40324
							25.516	10.04	7.14	12.43	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.0381	5.44723
							25.612	10.01	7.14	12.44	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.0081	5.45091
							26.829	9.91	7.15	12.46	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.9081	5.47511
							27.352	9.87	7.15	12.45	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.868	5.48183
							28.126	9.71	7.01	12.22	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.708	5.39356
							28.298	9.63	6.98	12.18	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.628	5.37929
							29.589	8.59	7.07	12.35	999999	999999	999999	999999	999999	999999	999999	999999	999999	8.5882	5.55469
							29.726	8.42	7.1	12.4	999999	999999	999999	999999	999999	999999	999999	999999	999999	8.4183	5.59364
							30.269	8.16	7.15	12.48	999999	999999	999999	999999	999999	999999	999999	999999	999999	8.1583	5.65734
							30.433	8.12	7.14	12.48	999999	999999	999999	999999	999999	999999	999999	999999	999999	8.1183	5.65365
							30.957	7.95	7.16	12.5	999999	999999	999999	999999	999999	999999	999999	999999	999999	7.9483	5.68568
							31.161	7.89	7.07	12.36	999999	999999	999999	999999	999999	999999	999999	999999	999999	7.8883	5.62121
							33.863	6.74	7.04	12.34	999999	999999	999999	999999	999999	999999	999999	999999	999999	6.7386	5.69348
							34.155	6.44	7.05	12.37	999999	999999	999999	999999	999999	999999	999999	999999	999999	6.4386	5.72136
							34.747	5.55	7.12	12.51	999999	999999	999999	999999	999999	999999	999999	999999	999999	5.5489	5.82725
							34.912	5.32	7.16	12.57	999999	999999	999999	999999	999999	999999	999999	999999	999999	5.319	5.8702
							35.512	4.76	7.22	12.7	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.7591	5.94327
							35.688	4.62	7.24	12.74	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.6192	5.96495
							36.146	4.27	7.31	12.86	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.2693	6.03388
							37.938	4.23	7.31	12.87	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.2293	6.04388
							38.869	4.09	7.31	12.87	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.0893	6.05244
							38.919	4.04	7.31	12.88	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.0393	6.05403
							39.409	3.89	7.22	12.73	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.8894	5.98896
							39.603	3.84	7.23	12.75	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.8394	5.99904
							40.146	3.63	7.21	12.72	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.6295	5.99045
							40.338	3.55	7.22	12.74	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.5495	6.00091
							42.755	3.31	7.25	12.82	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.3096	6.04085
							43.15	3.22	7.27	12.84	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.2196	6.06004
							44.168	2.99	7.31	12.92	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.9897	6.09981
							44.261	2.92	7.32	12.94	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.9197	6.10896
							44.709	2.72	7.35	13.01	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.7198	6.13677
							44.911	2.65	7.36	13.03	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.6498	6.1462
							45.354	2.49	7.4	13.1	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.4899	6.18105
							45.509	2.46	7.42	13.13	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.4599	6.19786
							47.752	2.4	7.45	13.19	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.3999	6.2331
							47.955	2.38	7.46	13.21	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.38	6.24213
							48.458	2.34	7.48	13.25	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.34	6.26066
							48.614	2.32	7.49	13.26	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.32	6.26944
							49.063	2.25	7.53	13.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.25	6.30365
							49.244	2.24	7.54	13.35	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.24	6.31253
							51.392	2.21	7.7	13.6	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.21	6.45085
							51.567	2.21	7.73	13.65	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.21	6.47565
							52.881	2.24	7.88	13.9	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.24	6.60178
							53.211	2.26	7.96	14.03	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.2599	6.66717
							53.342	2.38	8.14	14.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.3799	6.81086
							53.507	2.42	8.29	14.57	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.4198	6.93097
							55.029	2.61	8.52	14.93	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.6097	7.12018
							55.063	2.67	8.52	14.92	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.6696	7.11974
							55.472	2.86	8.61	15.06	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.8595	7.19104
							55.662	2.92	8.6	15.04	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.9195	7.18318
							56.105	3.07	8.58	14.99	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.0694	7.16712
							56.274	3.11	8.57	14.98	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.1094	7.15933
							58.519	3.23	8.72	15.22	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.2293	7.28728
							58.687	3.26	8.73	15.22	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.2593	7.29545
							59.114	3.35	8.71	15.19	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.3492	7.2798
							59.286	3.38	8.71	15.18	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.3792	7.28
Verny03	2115	C	2010-07-25T00:00			56	0.5	22.973	6.442	11.313	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.9729	2.46623
							2.124	22.96	6.44	11.31	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.9596	2.47531
							2.262	22.95	6.44	11.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.9496	2.4784
							2.706	22.84	6.46	11.34	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.8395	2.52252
							2.906	22.77	6.39	11.23	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.7695	2.48807
							4.855	21.88	6.46	11.34	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.8792	2.76386
							4.964	21.79	6.47	11.35	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.7892	2.79313
							5.405	21.65	6.48	11.36	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.6491	2.83557
							5.547	21.63	6.48	11.36	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.6291	2.8409
							5.961	21.56	6.47	11.34	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.559	2.85163
							6.136	21.53	6.47	11.34	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.529	2.85943
							8.37	21.45	6.37	11.18	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.4486	2.81297
							8.664	21.41	6.34	11.13	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.4086	2.80101
							9.584	21.25	6.57	11.51	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.2484	3.01536
							9.883	21.18	6.51	11.41	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.1784	2.98766
							10.988	18.42	6.32	11.08	999999	999999	999999	999999	999999	999999	999999	999999	999999	18.4184	3.4448
							11.233	17.29	6.47	11.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	17.2885	3.78084
							12.103	14.79	6.62	11.55	999999	999999	999999	999999	999999	999999	999999	999999	999999	14.7886	4.33999
							12.533	14.08	6.61	11.54	999999	999999	999999	999999	999999	999999	999999	999999	999999	14.0787	4.44692
							13.529	12.5	6.79	11.84	999999	999999	999999	999999	999999	999999	999999	999999	999999	12.4987	4.81975
							13.624	12.14	6.86	11.96	999999	999999	999999	999999	999999	999999	999999	999999	999999	12.1388	4.92248
							14.125	11.47	6.97	12.15	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.4688	5.09572
							14.318	11.31	7	12.19	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.3088	5.13957
							14.835	10.94	7.05	12.28	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.9388	5.22521
							14.986	10.86	7.07	12.31	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.8588	5.25081
							17.21	10.76	7.07	12.31	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.7586	5.27303
							17.349	10.72	7.07	12.31	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.7186	5.27833
							17.687	10.62	7.07	12.31	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.6186	5.29143
							17.835	10.58	7.07	12.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.5786	5.2967
							18.306	10.48	7.08	12.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.4786	5.318
							18.479	10.45	7.08	12.33	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.4486	5.3222
							19.023	10.35	7.09	12.34	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.3486	5.3437
							20.806	10.32	7.09	12.35	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.3184	5.35551
							21.823	10.23	7.1	12.36	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.2284	5.37802
							21.837	10.2	7.1	12.37	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.1984	5.38137
							22.241	10.13	7.11	12.38	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.1284	5.39866
							22.402	10.11	7.11	12.38	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.1084	5.40159
							22.882	10.03	7.12	12.4	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.0283	5.42025
							23.081	10	7.12	12.4	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.9983	5.42441
							23.686	9.92	7.12	12.4	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.9183	5.4358
							25.495	9.89	7.12	12.41	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.8882	5.4476
							26.492	9.8	7.14	12.44	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.7981	5.47732
							26.676	9.77	7.15	12.45	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.7681	5.48908
							27.061	9.7	7.16	12.47	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.6981	5.50594
							27.223	9.67	7.16	12.47	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.6681	5.5098
							27.662	9.57	7.16	12.48	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.5681	5.52212
							27.832	9.54	7.16	12.48	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.5381	5.52598
							29.935	9.42	7.07	12.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.418	5.47817
							30.121	9.37	7.04	12.29	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.368	5.46071
							30.536	9.17	7.01	12.23	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.168	5.45887
							30.718	9.1	6.98	12.19	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.098	5.44312
							31.173	8.14	7.12	12.44	999999	999999	999999	999999	999999	999999	999999	999999	999999	8.1383	5.63995
							31.337	8.04	7.14	12.47	999999	999999	999999	999999	999999	999999	999999	999999	999999	8.0383	5.66459
							33.654	7.87	7.16	12.5	999999	999999	999999	999999	999999	999999	999999	999999	999999	7.8682	5.70508
							33.82	7.83	7.09	12.4	999999	999999	999999	999999	999999	999999	999999	999999	999999	7.8282	5.65439
							34.305	7.65	7	12.24	999999	999999	999999	999999	999999	999999	999999	999999	999999	7.6482	5.60039
							34.472	7.58	6.94	12.15	999999	999999	999999	999999	999999	999999	999999	999999	999999	7.5783	5.55961
							34.953	6.06	7.05	12.38	999999	999999	999999	999999	999999	999999	999999	999999	999999	6.0587	5.74704
							35.15	5.74	7.06	12.4	999999	999999	999999	999999	999999	999999	999999	999999	999999	5.7388	5.77267
							37.484	4.79	7.14	12.57	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.7891	5.88866
							37.837	4.54	7.19	12.66	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.5392	5.93872
							39.009	4.02	7.29	12.84	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.0193	6.03917
							39.169	3.88	7.31	12.88	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.8794	6.05934
							40.396	3.55	7.36	12.98	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.5495	6.11228
							40.831	3.52	7.37	12.99	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.5195	6.12294
							41.475	3.43	7.37	13	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.4295	6.12779
							41.646	3.41	7.37	13.01	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.4095	6.12899
							42.195	3.36	7.4	13.06	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.3595	6.15638
							42.361	3.35	7.41	13.07	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.3495	6.16531
							44.634	3.35	7.41	13.07	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.3495	6.17654
							44.9	3.33	7.41	13.07	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.3295	6.17819
							45.318	3.25	7.41	13.08	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.2496	6.18154
							45.52	3.22	7.42	13.09	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.2196	6.19094
							46.045	3.09	7.3	12.91	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.0896	6.09997
							46.19	3.03	7.33	12.95	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.0297	6.12527
							48.317	2.83	7.48	13.21	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.8297	6.25723
							48.5	2.77	7.51	13.26	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.7698	6.28255
							49.769	2.67	7.62	13.45	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.6698	6.37719
							50.106	2.65	7.65	13.51	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.6498	6.4029
							50.539	2.61	7.8	13.76	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.6098	6.52476
							50.732	2.61	7.88	13.88	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.6098	6.58941
							51.28	2.62	8.07	14.2	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.6198	6.74332
							51.428	2.63	8.1	14.24	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.6297	6.76785
							51.952	2.71	8.09	14.22	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.7097	6.76177
							52.08	2.73	8.09	14.21	999999	999999	999999	999999	999999	999999	999999	999999	999999	2.7297	6.7622
Verny03	2116	C	2010-07-25T00:00			49	0.5	22.112	6.32	11.11	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.1119	2.58367
							1.929	22.09	6.33	11.12	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.0897	2.60293
							1.963	22.09	6.33	11.12	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.0897	2.60309
							2.125	22.09	6.33	11.12	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.0896	2.60382
							2.224	22.09	6.33	11.12	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.0896	2.60427
							2.649	22.09	6.33	11.12	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.0895	2.60621
							2.805	22.08	6.33	11.12	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.0795	2.6093
							3.367	22.04	6.32	11.11	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.0394	2.61387
							5.07	22.01	6.32	11.11	999999	999999	999999	999999	999999	999999	999999	999999	999999	22.0091	2.62875
							5.898	21.9	6.32	11.11	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.899	2.6586
							6.249	21.86	6.32	11.11	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.8589	2.66965
							7.029	21.7	6.34	11.13	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.6988	2.72592
							7.304	21.63	6.34	11.13	999999	999999	999999	999999	999999	999999	999999	999999	999999	21.6288	2.74357
							8.197	20.35	6.69	11.69	999999	999999	999999	999999	999999	999999	999999	999999	999999	20.3487	3.30311
							8.309	20.01	6.75	11.79	999999	999999	999999	999999	999999	999999	999999	999999	999999	20.0087	3.42378
							8.798	18.96	6.49	11.36	999999	999999	999999	999999	999999	999999	999999	999999	999999	18.9587	3.4531
							8.938	18.45	6.48	11.35	999999	999999	999999	999999	999999	999999	999999	999999	999999	18.4487	3.55056
							9.386	16.51	6.53	11.41	999999	999999	999999	999999	999999	999999	999999	999999	999999	16.5088	3.96272
							9.589	15.71	6.53	11.41	999999	999999	999999	999999	999999	999999	999999	999999	999999	15.7088	4.1053
							11.968	13.66	6.72	11.72	999999	999999	999999	999999	999999	999999	999999	999999	999999	13.6588	4.59253
							12.275	13.18	6.78	11.82	999999	999999	999999	999999	999999	999999	999999	999999	999999	13.1788	4.71067
							13.402	12.1	6.88	12	999999	999999	999999	999999	999999	999999	999999	999999	999999	12.0988	4.94213
							13.786	11.84	6.91	12.04	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.8388	5.00096
							14.8	11.26	6.97	12.14	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.2588	5.12479
							15.047	11.12	6.99	12.18	999999	999999	999999	999999	999999	999999	999999	999999	999999	11.1188	5.15837
							16.461	10.81	7.04	12.26	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.8087	5.24045
							16.794	10.77	7.04	12.26	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.7687	5.24669
							17.77	10.64	7.05	12.28	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.6386	5.27406
							18.184	10.6	7.06	12.29	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.5986	5.28834
							19.266	10.51	7.07	12.31	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.5085	5.31144
							19.608	10.48	7.07	12.31	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.4785	5.31645
							20.929	10.38	7.08	12.33	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.3784	5.34168
							21.345	10.34	7.08	12.33	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.3384	5.34811
							22.29	10.25	7.09	12.35	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.2483	5.3703
							22.777	10.22	7.1	12.36	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.2183	5.38365
							24.157	10.13	7.11	12.38	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.1282	5.40779
							24.429	10.1	7.11	12.38	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.0982	5.41233
							25.647	10.02	7.12	12.39	999999	999999	999999	999999	999999	999999	999999	999999	999999	10.0181	5.4345
							26.125	9.99	7.12	12.4	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.9881	5.43998
							26.988	9.92	7.14	12.44	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.9181	5.46705
							27.439	9.9	7.15	12.44	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.898	5.47908
							28.607	9.82	7.15	12.45	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.818	5.49307
							28.96	9.79	7.14	12.44	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.7879	5.49013
							30.121	9.66	7.07	12.32	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.6579	5.4548
							30.441	9.6	7.04	12.28	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.5979	5.43917
							31.476	9.4	7	12.22	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.3979	5.43313
							31.826	9.32	6.98	12.19	999999	999999	999999	999999	999999	999999	999999	999999	999999	9.3179	5.42716
							33.041	8.37	7.1	12.4	999999	999999	999999	999999	999999	999999	999999	999999	999999	8.3681	5.61388
							33.406	8.24	7.1	12.41	999999	999999	999999	999999	999999	999999	999999	999999	999999	8.2381	5.62672
							34.651	7.8	7.08	12.38	999999	999999	999999	999999	999999	999999	999999	999999	999999	7.7982	5.65295
							35.078	7.62	7.09	12.39	999999	999999	999999	999999	999999	999999	999999	999999	999999	7.6182	5.67675
							36.229	7	7.07	12.37	999999	999999	999999	999999	999999	999999	999999	999999	999999	6.9984	5.7113
							36.736	6.74	7.07	12.39	999999	999999	999999	999999	999999	999999	999999	999999	999999	6.7384	5.73093
							37.632	5.98	7.13	12.5	999999	999999	999999	999999	999999	999999	999999	999999	999999	5.9787	5.82731
							38.086	5.76	7.15	12.55	999999	999999	999999	999999	999999	999999	999999	999999	999999	5.7587	5.85679
							39.468	5.21	7.18	12.62	999999	999999	999999	999999	999999	999999	999999	999999	999999	5.2089	5.91306
							39.731	5.03	7.21	12.67	999999	999999	999999	999999	999999	999999	999999	999999	999999	5.0289	5.94557
							40.827	4.46	7.22	12.71	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.4591	5.97976
							41.376	4.26	7.25	12.77	999999	999999	999999	999999	999999	999999	999999	999999	999999	4.2592	6.01242
							42.336	3.7	7.33	12.92	999999	999999	999999	999999	999999	999999	999999	999999	999999	3.6994	6.09496
